OBJECTID,Accident_ID,Date,Time,Street1,Distance,Measurement,Direction,Street2,StatePlaneX,StatePlaneY,Location 1
195,201106210476,06/21/2011,1720,1807 STAPLES MILL ROAD,None,None,None,None,11774424,3736435,"(37.580400459, -77.494033912)"
227,201110170557,10/17/2011,1950,NATIONAL ST,None,None,None,CENTRAL AVE,11804630,3713833,"(37.517401171, -77.390721282)"
241,201201060579,01/06/2012,1830,BROAD ST,None,None,None,LAUREL ST,11787586,3725465,"(37.549880708, -77.44903811)"
296,201209050424,09/05/2012,1730,23RD ST,None,None,None,LEIGH ST,11796607,3720274,"(37.535345247, -77.418127908)"
492,201506140481,06/14/2015,1849,JEFFERSON DAVIS HWY,None,None,None,YORKTOWN AVE,11789007,3702321,"(37.486278357, -77.445028892)"
252,201203110386,03/11/2012,1755,BROAD ST,30,Feet,E,HAMILTON ST,11778667,3732708,"(37.570040265, -77.479531849)"
133,201009150110,09/15/2010,730,HULL ST,None,None,None,COMMERCE ROAD,11790035,3715676,"(37.522922781, -77.440969741)"
341,201303070466,03/07/2013,1815,OLD MAIN ST,None,None,None,E MAIN ST,11797420,3714374,"(37.519116942, -77.415557973)"
483,201501270370,01/27/2015,1825,MEADOW ST,None,None,None,MAIN ST,11782713,3725168,"(37.549212876, -77.465857471)"
448,201407280400,07/28/2014,1813,CARTER ST,100,Feet,S,COLORADO AVE,11781774,3720857,"(37.537402105, -77.469258638)"
50,200907280692,07/28/2009,2201,NICKEL BRIDGE,None,None,None,None,0,0,"(21.84881981, -111.898763822)"
229,201110210689,10/21/2011,2054,HULL STREET ROAD,669,Feet,E,LINWOOD AVE,11774837,3703154,"(37.488990823, -77.493832835)"
469,201410220188,10/22/2014,1156,MONUMENT AVE,None,None,None,STUART CIRCLE,11785044,3726368,"(37.552437937, -77.457771678)"
287,201208070392,08/07/2012,1549,JEFFERSON DAVIS HWY,260,Feet,S,HADEN AVE,11789299,3699130,"(37.477506097, -77.444145571)"
85,200911210278,11/21/2009,936,1500 MECHANICSVILLE TPKE,None,None,None,None,11797199,3724498,"(37.546926584, -77.415919083)"
458,201409020476,09/02/2014,2000,DOCK ST,None,None,None,18TH ST,11793549,3718942,"(37.53178306, -77.428725722)"
422,201403280297,03/28/2014,1427,2ND ST,None,None,None,CARY ST,11789253,3722291,"(37.541113114, -77.443410782)"
112,201006100547,06/10/2010,1752,WINTER ROAD,500,Feet,W,SANBORN DR,11769921,3705422,"(37.495362046, -77.510693734)"
156,201011180342,11/18/2010,1313,CANAL ST,None,None,None,8TH ST,11790586,3720802,"(37.536982933, -77.438871223)"
276,201206250668,06/25/2012,2025,FOREST HILL AVE,None,None,None,LEICESTER ROAD,11773455,3716716,"(37.5262759, -77.498099762)"
113,201006120447,06/12/2010,1639,TROY ROAD,20,Feet,W,FERNBROOK DR,11776313,3700458,"(37.481543578, -77.488845393)"
38,200906100718,06/10/2009,2100,5TH ST,None,None,None,HOSPITAL ST,11793301,3726134,"(37.551541553, -77.429299626)"
44,200907210472,07/21/2009,1638,DOCK ST,200,Feet,W,16TH ST,11792915,3719160,"(37.532401475, -77.43090349)"
28,200905190497,05/19/2009,1716,FAIRMOUNT AVE,None,None,None,21ST ST,11797732,3722905,"(37.542535054, -77.414143923)"
60,200908230427,08/23/2009,1539,IDLEWOOD AVE,50,Feet,W,BELVIDERE ST,11787589,3722523,"(37.541801245, -77.449140726)"
345,201304130440,04/13/2013,1634,LAUREL ST,None,None,None,BROAD ST,11787586,3725465,"(37.549880708, -77.44903811)"
170,201103180315,03/18/2011,1207,LOMBARDY ST,25,Feet,N,HANOVER AVE,11784678,3725770,"(37.55080679, -77.459056887)"
267,201205260493,05/26/2012,1804,23RD ST,None,None,None,PHAUP ST,11800139,3725825,"(37.55047764, -77.405725738)"
247,201202150166,02/15/2012,914,CHAMBERLAYNE PKWY,None,None,None,DUVAL ST,11790012,3725886,"(37.550962396, -77.440653987)"
410,201312090322,12/09/2013,1612,CHAMBERLAYNE AVE,50,Feet,N,LABURNUM AVE,11787948,3738093,"(37.584548691, -77.447303764)"
272,201206090508,06/09/2012,1833,FOREST HILL AVE,None,None,None,41ST ST,11779481,3713718,"(37.51786521, -77.477433131)"
322,201211060175,11/06/2012,1040,HULL ST,20,Feet,N,COMMERCE ROAD,11790035,3715676,"(37.522922781, -77.440969741)"
69,200909140520,09/14/2009,1723,WOODCLIFF AVE,None,None,None,None,11795723,3733398,"(37.571414203, -77.42065895)"
480,201412290016,12/29/2014,2200,COFER ROAD,150,Feet,E,GROSS AVE,11784207,3704476,"(37.492342698, -77.461489525)"
100,201005020003,05/02/2010,0,FAIRFIELD AVE,None,None,None,MECHANICSVILLE TPKE,11797619,3725237,"(37.548942776, -77.414441157)"
166,201102270498,02/27/2011,1630,FOREST HILL AVE,111,Feet,E,RETTIG ROAD,11769306,3720163,"(37.535862278, -77.512281872)"
379,201308030562,08/03/2013,1854,B1000 W BROOKLAND PARK BLVD,None,None,None,None,11788437,3733648,"(37.572326864, -77.44578761)"
150,201011020262,11/02/2010,1155,16TH ST,None,None,None,ALBANY AVE,11789316,3712687,"(37.514736419, -77.443564184)"
419,201403090270,03/09/2014,1437,SELDEN ST,300,Feet,E,23RD ST,11800014,3725521,"(37.549646774, -77.406169044)"
179,201105050419,05/05/2011,1550,BROAD ST,150,Feet,W,LOMBARDY ST,11785507,3726988,"(37.554126542, -77.45615098)"
393,201309190385,09/19/2013,1554,HARRISON ST,None,None,None,FLOYD AVE,11785779,3724465,"(37.547189574, -77.455309048)"
347,201304190406,04/19/2013,1510,CARY ST,None,None,None,MEADOW ST,11782538,3724759,"(37.548094936, -77.466476528)"
208,201108090727,08/09/2011,2138,B900 W CLAY ST,None,None,None,None,11787787,3726304,"(37.552178634, -77.448312574)"
256,201203250179,03/25/2012,650,CARY ST,None,None,None,9TH ST,11791092,3720946,"(37.537362755, -77.437120623)"
251,201203030692,03/03/2012,2334,DAVIS AVE,None,None,None,FLOYD AVE,11781094,3726358,"(37.552529456, -77.471397018)"
390,201309120746,09/12/2013,2348,BARTON AVE,None,None,None,ESSEX ST,11792531,3732809,"(37.569896408, -77.431695027)"
309,201210090104,10/09/2012,620,BELMONT AVE,None,None,None,STUART AVE,11779468,3728526,"(37.558531784, -77.476924637)"
193,201106110670,06/11/2011,2000,ALLISON ST,None,None,None,GRACE ST,11783452,3728032,"(37.557055783, -77.46320001)"
8,200902170294,02/17/2009,1254,FOREST HILL AVE,None,None,None,KENMORE ROAD,11761768,3719677,"(37.534741348, -77.538294668)"
372,201307080613,07/08/2013,2342,BOULEVARD,None,None,None,MAIN ST,11779872,3726401,"(37.552684035, -77.47561053)"
328,201212090524,12/09/2012,1853,2100 R ST,None,None,None,None,11797571,3722548,"(37.541559742, -77.414713348)"
35,200905290879,05/29/2009,2357,BOULEVARD,None,None,None,CARY ST,11779699,3725994,"(37.551571477, -77.476222497)"
367,201306250273,06/25/2013,1300,2ND ST,45,Feet,N,BROAD ST,11790184,3723559,"(37.544566656, -77.440150827)"
233,201111180405,11/18/2011,1500,BROOK ROAD,None,None,None,LOMBARDY ST,11787803,3730169,"(37.562792246, -77.448108831)"
74,200909240368,09/24/2009,1422,FRANKLIN ST,106,Feet,W,HARRISON ST,11786168,3725538,"(37.550124436, -77.453926333)"
142,201010020134,10/02/2010,115,BOULEVARD,2,Feet,S,KENSINGTON AVE,11780743,3728456,"(37.55830152, -77.472528977)"
365,201306140447,06/14/2013,1646,GROVE AVE,20,Feet,E,MAPLE AVE,11766980,3733634,"(37.572923363, -77.519820986)"
408,201311270226,11/27/2013,1446,BROAD ST,None,None,None,BELVIDERE ST,11788092,3725095,"(37.548849126, -77.447307031)"
152,201011060511,11/06/2010,1415,R ST,135,Feet,E,23RD ST,11798028,3722188,"(37.540556668, -77.413151526)"
222,201109290513,09/29/2011,1749,LEIGH ST,None,None,None,8TH ST,11792521,3723427,"(37.544131826, -77.432095709)"
125,201008250743,08/25/2010,2208,RYLAND ST,None,None,None,BROAD ST,11786200,3726480,"(37.552710396, -77.453779947)"
147,201010150165,10/15/2010,732,SCHOOL ST,None,None,None,CHAMBERLAYNE AVE,11789438,3728944,"(37.559377977, -77.442515713)"
36,200905300024,05/30/2009,20,HULL STREET ROAD,None,None,None,ORCUTT LANE,11772418,3701097,"(37.483412261, -77.502244754)"
124,201008220721,08/22/2010,2230,MAIN ST,None,None,None,14TH ST,11792601,3720305,"(37.535555656, -77.431941621)"
6,200902130143,02/13/2009,814,FOREST HILL AVE,100,Feet,E,FAIRLEE ROAD,11770810,3719059,"(37.532787096, -77.507135205)"
436,201405260436,05/26/2014,2126,W CHARITY ST,None,None,None,ST PAUL ST,11790670,3726342,"(37.552194368, -77.438366674)"
189,201106020649,06/02/2011,1800,M ST,None,None,None,22ND ST,11796481,3720668,"(37.536431219, -77.41854686)"
83,200911200696,11/20/2009,2022,CARY STREET ROAD,None,None,None,MALVERN AVE,11774292,3728600,"(37.558887712, -77.49477729)"
137,201009220567,09/22/2010,1906,DINWIDDIE AVE,None,None,E,19TH ST,11789256,3711470,"(37.511396095, -77.443817985)"
232,201111180284,11/18/2011,1147,2900 W CLAY ST,50,Feet,W,COLONIAL AVE,11781530,3730900,"(37.564989712, -77.469722106)"
56,200908130786,08/13/2009,2145,MECHANICSVILLE TPKE,None,None,None,FAIRFIELD AVE,11797619,3725237,"(37.548942776, -77.414441157)"
277,201207020303,07/02/2012,1258,FLOYD AVE,30,Feet,W,MEADOW ST,11782889,3725578,"(37.550333531, -77.465234909)"
423,201404090396,04/09/2014,1600,CHAMBERLAYNE AVE,15,Feet,N,HAMMOND AVE,11788772,3732468,"(37.569076068, -77.444677288)"
205,201108030168,08/03/2011,830,LEIGH ST,None,None,None,BOULEVARD,11781871,3731117,"(37.565575414, -77.468537499)"
78,200910250524,10/25/2009,1839,SHEPPARD ST,None,None,None,GRACE ST,11780767,3729990,"(37.562513498, -77.472388582)"
333,201301110474,01/11/2013,1756,MADISON ST,None,None,None,MAIN ST,11788200,3723554,"(37.544613899, -77.44699381)"
71,200909160256,09/16/2009,1211,MARSHALL ST,None,None,None,5TH ST,11791202,3723288,"(37.543790992, -77.436650291)"
43,200907100035,07/10/2009,42,HULL ST,None,None,None,JEFFERSON DAVIS HWY,11787840,3713889,"(37.518082647, -77.448606715)"
294,201208270341,08/27/2012,1521,JEFFERSON DAVIS HWY,None,None,None,BUFORD AVE,11789635,3695416,"(37.467296167, -77.443131029)"
489,201504180571,04/18/2015,1953,PARKWOOD AVE,None,None,None,BELMONT AVE,11778370,3726229,"(37.552256332, -77.480797894)"
306,201209300542,09/30/2012,2057,MAIN ST,None,None,None,ROBINSON ST,11780554,3726106,"(37.551853552, -77.473269127)"
10,200903010343,03/01/2009,1406,BELT BLVD,None,None,None,SOUTHSIDE PLZ,0,0,"(21.84881981, -111.898763822)"
139,201009280497,09/28/2010,1757,BROAD ST,None,None,None,MADISON ST,11788890,3724511,"(37.547220866, -77.444577104)"
353,201305080048,05/08/2013,330,THOMPSON ST,None,None,None,CARY ST,11776016,3727595,"(37.556077193, -77.48886721)"
190,201106020795,06/02/2011,2126,CARY ST,50,Feet,W,GRANBY ST,11782906,3724598,"(37.547641723, -77.465213326)"
120,201007130835,07/13/2010,2340,VENABLE ST,None,None,None,JESSAMINE ST,11796995,3721368,"(37.538337383, -77.416746578)"
5,200902100149,02/10/2009,722,BROOK ROAD,None,None,None,None,11788031,3728905,"(37.55931406, -77.447370895)"
470,201410230166,10/23/2014,1032,100 W MAIN ST,None,None,None,NORTH JEFFERSON ST,11788553,3723230,"(37.543713305, -77.445788795)"
9,200902170723,02/17/2009,2305,BOULEVARD,None,None,None,FLOYD AVE,11780046,3726814,"(37.553813038, -77.474994871)"
206,201108031129,08/03/2011,1640,DILL AVE,None,None,None,RADY ST,11796808,3732755,"(37.569614274, -77.416940929)"
344,201304120440,04/12/2013,1718,MAIN ST,None,None,None,17TH ST,11793604,3719545,"(37.533437315, -77.428512458)"
145,201010120428,10/12/2010,1600,31ST ST,None,None,None,HULL ST,11783503,3710333,"(37.508448724, -77.463694323)"
79,200910280431,10/28/2009,1522,LOMBARDY ST,None,None,None,BROAD ST,11785507,3726988,"(37.554126542, -77.45615098)"
331,201301040312,01/04/2013,1455,14TH ST,None,None,None,BANK ST,11792788,3720546,"(37.536211682, -77.43128733)"
478,201412100077,12/10/2014,800,MAIN ST,None,None,None,ADAMS ST,11788701,3723186,"(37.543587931, -77.445280047)"
197,201106230510,06/23/2011,1,LOMBARDY ST,193,Feet,N,MOORE ST,11786516,3728385,"(37.557932309, -77.452617042)"
224,201110050222,10/05/2011,1059,W LEIGH ST,None,None,None,ST PETER ST,11789722,3725524,"(37.549977201, -77.441668277)"
163,201102160133,02/16/2011,756,CHAMBERLAYNE AVE,None,None,None,OVERBROOK ROAD,11788952,3731230,"(37.565670742, -77.444104043)"
301,201209160128,09/16/2012,323,BROAD ST,30,Feet,E,HENRY ST,11788393,3724874,"(37.54823299, -77.446277336)"
180,201105160317,05/16/2011,1248,LIBBIE AVE,None,None,None,PATTERSON AVE,11768575,3735982,"(37.579325875, -77.514233135)"
278,201207020338,07/02/2012,1429,BROAD ST,None,None,None,WESTMORELAND ST,11775891,3735553,"(37.577935263, -77.489004405)"
209,201108160644,08/16/2011,1756,CHAMBERLAYNE AVE,None,None,None,WICKHAM ST,11789045,3730597,"(37.563929538, -77.443807631)"
55,200908130245,08/13/2009,1005,CHAMBERLAYNE AVE,None,None,None,WICKHAM ST,11789045,3730597,"(37.563929538, -77.443807631)"
98,201004240288,04/24/2010,933,BOULEVARD,None,None,None,PARK AVE,11780925,3728885,"(37.559474205, -77.471885027)"
188,201106020181,06/02/2011,830,BROAD ST,20,Feet,W,LOMBARDY ST,11785507,3726988,"(37.554126542, -77.45615098)"
457,201408310515,08/31/2014,2140,BELVIDERE ST,10,Feet,N,GRACE ST,11787885,3724760,"(37.547935481, -77.448033888)"
454,201408240309,08/24/2014,1342,BROAD ST,None,None,None,LOMBARDY ST,11785507,3726988,"(37.554126542, -77.45615098)"
421,201403270170,03/27/2014,1044,MONUMENT AVE,100,Feet,W,CLEVELAND ST,11779616,3730350,"(37.563536477, -77.47634586)"
438,201405310578,05/31/2014,2040,GROVE AVE,None,None,None,HAMILTON ST,11775792,3729272,"(37.560689195, -77.489577986)"
387,201309060668,09/06/2013,2125,4110 HULL STREET ROAD,None,None,None,None,11779914,3707621,"(37.501108448, -77.476168233)"
420,201403200449,03/20/2014,1850,BROOKLAND PARK BLVD,None,None,None,LAMB AVE,11792895,3733347,"(37.571362542, -77.430418144)"
141,201010010635,10/01/2010,1748,MEADOW ST,None,None,None,PARKWOOD AVE,11782413,3724467,"(37.547296796, -77.466918694)"
356,201305190222,05/19/2013,1025,FOREST HILL AVE,None,None,None,48TH ST,11776637,3714735,"(37.52074234, -77.487200992)"
194,201106150162,06/15/2011,910,BROOK ROAD,None,None,None,OVERBROOK ROAD,11787659,3731084,"(37.56530943, -77.448570447)"
444,201406220201,06/22/2014,945,BRAMWELL ROAD,None,None,None,WARWICK ROAD,11772386,3706064,"(37.497053898, -77.502174099)"
269,201206020257,06/02/2012,1059,BOULEVARD,25,Feet,N,GRACE ST,11781245,3729640,"(37.561538022, -77.470752732)"
157,201011300738,11/30/2010,2310,MAIN ST,None,None,None,BELVIDERE ST,11787621,3723968,"(37.545768553, -77.448974877)"
452,201408060228,08/06/2014,1236,FLOYD AVE,None,None,None,ALLEN AVE,11783605,3725265,"(37.549452384, -77.462777103)"
371,201307020108,07/02/2013,759,411 E FRANKLIN ST,None,None,None,None,11790322,3722354,"(37.541253209, -77.439721548)"
215,201108310191,08/31/2011,840,BROOKLAND PARK BLVD,28,Feet,E,3RD AVE,11796722,3732614,"(37.56922977, -77.41724322)"
76,200910020331,10/02/2009,1244,BROAD ST,None,None,None,14TH ST,11793370,3721213,"(37.538025297, -77.429254156)"
62,200908280583,08/28/2009,1650,MAIN ST,None,None,None,MEADOW ST,11782713,3725168,"(37.549212876, -77.465857471)"
64,200909030453,09/03/2009,1602,PATTERSON AVE,25,Feet,W,WILLOW LAWN DR,11770295,3734713,"(37.575791455, -77.508344091)"
369,201306260492,06/26/2013,1956,2700 CHAMBERLAYNE AVE,None,None,None,None,11788757,3732127,"(37.568140074, -77.444742191)"
105,201005240440,05/24/2010,1638,MAGNOLIA ST,None,None,None,3RD AVE,11795823,3731125,"(37.565168963, -77.420403618)"
430,201405120190,05/12/2014,1045,CHAMBERLAYNE AVE,None,None,None,LABURNUM AVE,11787948,3738093,"(37.584548691, -77.447303764)"
127,201008270241,08/27/2010,1045,GORDON AVE,None,None,None,18TH ST,11790042,3710719,"(37.50930949, -77.441137319)"
339,201301300203,01/30/2013,1103,BROOK ROAD,350,Feet,S,WEBSTER ST,11789051,3727310,"(37.554902571, -77.443913794)"
230,201110290254,10/29/2011,900,3021 CHAMBERLAYNE AVE,None,None,None,None,11788615,3734330,"(37.574194311, -77.44514717)"
177,201104300571,04/30/2011,1845,32ND ST,30,Feet,W,STOCKTON ST,11783535,3709340,"(37.505720737, -77.463621591)"
123,201008190449,08/19/2010,1700,BAINBRIDGE ST,None,None,None,None,11787819,3714358,"(37.519371273, -77.44866111)"
405,201311110152,11/11/2013,1018,BROAD ST,50,Feet,W,RYLAND ST,11786200,3726480,"(37.552710396, -77.453779947)"
412,201312270254,12/27/2013,1512,MAIN ST,15,Feet,W,HARRISON ST,11785791,3723981,"(37.545860039, -77.455286133)"
318,201210310391,10/31/2012,1720,ELLWOOD AVE,50,Feet,W,BELMONT AVE,11778744,3726890,"(37.554060489, -77.479483188)"
212,201108210134,08/21/2011,239,3000 IDLEWOOD AVE,None,None,None,None,11778560,3725527,"(37.550322848, -77.480168676)"
409,201312070038,01/09/2013,115,LEIGH ST,None,None,None,3RD ST,11791223,3724414,"(37.546882579, -77.436534113)"
450,201408030219,08/03/2014,940,MAIN ST,None,None,None,17TH ST,11793604,3719545,"(37.533437315, -77.428512458)"
242,201201070329,01/07/2012,1159,36TH ST,None,None,None,HULL ST,11782094,3709175,"(37.505310949, -77.468595241)"
30,200905200499,05/20/2009,1710,CHAMBERLAYNE AVE,None,None,None,LADIES MILE ROAD,11788524,3734161,"(37.573732995, -77.445467666)"
286,201208060336,08/06/2012,1523,THREE CHOPT ROAD,None,None,None,TOWANA ROAD,11765078,3735102,"(37.577008872, -77.52633125)"
447,201407270010,07/27/2014,7,ROWLAND ST,None,None,None,CARY ST,11782178,3724916,"(37.54853691, -77.467712302)"
27,200905180344,05/18/2009,1045,MARSHALL ST,None,None,None,9TH ST,11792258,3722513,"(37.541629953, -77.433038416)"
68,200909140166,09/14/2009,850,LEIGH ST,None,None,None,GILMER ST,11788461,3726436,"(37.552520491, -77.445982639)"
453,201408080412,08/08/2014,1640,BANK ST,None,None,None,10TH ST,11791726,3721250,"(37.538177982, -77.434922349)"
440,201406090364,06/09/2014,1521,BELVIDERE ST,None,None,None,FRANKLIN ST,11787681,3724425,"(37.547021739, -77.448750381)"
40,200906240148,06/24/2009,820,LABURNUM AVE,None,None,None,TEAKWOOD AVE,11782229,3737836,"(37.584016416, -77.467048768)"
1,200901020677,01/02/2009,2307,31ST ST,None,None,None,LEIGH ST,11798727,3718693,"(37.530936536, -77.410879888)"
261,201204250401,04/25/2012,1710,711 N LOMBARDY ST,None,None,None,None,11785699,3727179,"(37.554645236, -77.4554814)"
29,200905200073,05/20/2009,218,GRACE,None,None,None,STUART,0,0,"(21.84881981, -111.898763822)"
240,201201010512,01/01/2012,1233,OLD POST ROAD,None,None,None,BARONET DR,11782630,3698784,"(37.476758511, -77.467139461)"
32,200905220385,05/22/2009,1344,JEFFERSON DAVIS HWY,None,None,None,HULL ST,11787840,3713889,"(37.518082647, -77.448606715)"
220,201109170227,09/17/2011,630,FOREST HILL AVE,150,Feet,E,WOODBERRY LANE,11768485,3720419,"(37.536588874, -77.515103974)"
473,201410310405,10/31/2014,1536,LOMBARDY ST,100,Feet,N,LEIGH ST,11786269,3728043,"(37.557000627, -77.453482172)"
169,201103140605,03/14/2011,2110,CHAMBERLAYNE AVE,None,None,None,GRAHAM ROAD,11788996,3730929,"(37.564842783, -77.443963863)"
477,201412080642,12/08/2014,1924,HARRISON ST,None,None,None,FLOYD AVE,11785779,3724465,"(37.547189574, -77.455309048)"
391,201309140197,09/14/2013,831,BROAD ST,None,None,None,MEADOW ST,11784210,3727939,"(37.556777493, -77.460588773)"
360,201305310072,05/31/2013,2200,M ST,20,Feet,E,38TH ST,11800817,3717627,"(37.527942634, -77.403715541)"
51,200907300800,07/30/2009,2127,THOMPSON ST,60,Feet,S,FLOYD AVE,11776360,3728409,"(37.558302494, -77.487650459)"
403,201310250435,10/25/2013,1700,MAIN ST,None,None,None,MEADOW ST,11782713,3725168,"(37.549212876, -77.465857471)"
399,201310090209,10/09/2013,1440,HANCOCK ST,None,None,None,LEIGH ST,11787694,3726996,"(37.554081859, -77.448606778)"
104,201005240255,05/24/2010,1206,3RD ST,200,Feet,S,FRANKLIN ST,11789978,3722731,"(37.542299139, -77.440893358)"
289,201208080437,08/08/2012,1738,HILL ST,None,None,None,2ND ST,11792490,3726716,"(37.553165074, -77.432074298)"
377,201308020422,08/02/2013,1700,MONUMENT AVE,None,None,None,MALVERN AVE,11776635,3732540,"(37.569639017, -77.486548821)"
